"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","sex","age","educ","income","fruitsperday","vegsperday","ffq_veg_tomatoes","ffq_veg_stringbeans","ffq_veg_beans","ffq_veg_peas","ffq_veg_broccoli","ffq_veg_cauliflower","ffq_veg_cabbage","ffq_veg_carrot","ffq_veg_squash","ffq_veg_sweetpotatoes","ffq_veg_check6","ffq_veg_kale","ffq_veg_spinach","ffq_veg_lettuce","ffq_veg_celery","ffq_veg_peppers","ffq_veg_onions","ffq_veg_asparagus","ffq_veg_mushrooms","FFQ_F_grapes","ffq_fruit_bananas","ffq_fruit_canaloupe","ffq_fruit_avocado","ffq_fruit_apples","ffq_fruit_pears","ffq_fruit_oranges","ffq_fruit_grapefruit","ffq_fruit_check30","ffq_fruit_strawberries","ffq_fruit_blueberries","ffq_fruit_peaches","ffq_fruit_plums","ffq_time_First.Click","ffq_time_Last.Click","ffq_time_Page.Submit","ffq_time_Click.Count","e01","e02","e03","e04","e05","e06r","e07r","e08","check_2","m01","m02","m03","m04","m05","m06","m07r","check_7","comments","assignmentId","hitId","workerId","surv_time","surv_pay"
"2019-02-26 10:15:24","2019-02-26 10:19:38","0","08364434ab542863","100","253","1","2019-02-26 10:19:39","R_2DMRiIZ6BNkmLF6","","","","",42.96,-87.99,"anonymous","EN","0","42","3","2","0.5","3","6","1","1","16","6","1","1","2.5","1","1","6","1","1","6","1","6","6","1","1","1","6","1","6","1","1","2.5","1","30","2.5","2.5","1","1","4.854","24.961","25.902","26","4","5","6","3","3","4","2","3","2","3","6","3","2","3","2","4","7","","3PH3VY7DJLXB17HHR4UBJ1NEXQCWZM","3S4TINXCC0N4SG7542IWS580JUKBOS","c4849da756a8a9ce","8","1.10"
"2019-02-26 10:17:32","2019-02-26 10:19:58","0","544fce79d894ca45","100","145","1","2019-02-26 10:19:58","R_1LdPzWCPwAj0eVH","","","","",42.68,-71.11,"anonymous","EN","0","27","3","2","1","2","6","2.5","6","2.5","2.5","1","1","2.5","1","1","6","1","2.5","6","1","2.5","6","1","2.5","1","16","1","1","6","1","16","1","30","2.5","1","1","1","0.797","22.944","23.405","26","2","4","4","2","5","1","1","4","2","5","6","4","7","7","5","6","7","","31EUONYN2V3MNE35ZLEYH1XW6D7VO9","3S4TINXCC0N4SG7542IWS580JUKBOS","8b7a23a9b31da56d","8","1.10"
"2019-02-26 10:17:00","2019-02-26 10:19:58","0","79c1732995c7d0c6","100","178","1","2019-02-26 10:19:59","R_Y4y04eFOVhd6Ynv","","","","",42.02,-92.1,"anonymous","EN","0","48","3","6","0.5","2","2.5","16","2.5","2.5","6","6","2.5","6","2.5","1","6","1","6","6","6","6","6","1","1","2.5","2.5","2.5","1","2.5","1","2.5","1","30","2.5","1","2.5","1","2.044","25.637","26.394","26","3","4","5","5","4","4","3","5","2","4","5","2","5","5","5","3","7","no","3N4BPTXIO8S3K8TQW3C0EYE481OUKZ","3S4TINXCC0N4SG7542IWS580JUKBOS","1b19e6525577d4ab","8","1.10"
"2019-02-26 10:16:18","2019-02-26 10:21:24","0","0935cca8939a9c31","100","306","1","2019-02-26 10:21:25","R_1GCFSVNvaJHs8rP","","","","",43.18,-89.45,"anonymous","EN","0","30","3","5","1","1","1","1","1","2.5","1","1","1","16","1","1","6","1","1","6","1","1","1","1","1","6","6","1","1","6","1","1","1","30","1","1","1","1","2.173","6.487","21.557","6","4","6","5","3","3","6","1","5","2","3","3","5","5","5","3","2","7","","3Z3ZLGNNSIU5WHE2UO0WNB0DUUWQ3F","3S4TINXCC0N4SG7542IWS580JUKBOS","93af70ea96f46df4","8","1.10"
"2019-02-26 10:18:13","2019-02-26 10:21:38","0","cae37dd7a158432e","100","204","1","2019-02-26 10:21:38","R_10SGT4gLsspBc8a","","","","",40.76,-73.8,"anonymous","EN","1","29","3","1","1.5","2","2.5","1","6","6","2.5","2.5","2.5","6","6","2.5","6","1","2.5","2.5","2.5","6","16","2.5","16","2.5","30","2.5","2.5","6","2.5","6","1","30","2.5","2.5","2.5","1","0.595","20.88","21.663","30","3","5","4","5","4","3","5","3","2","6","5","5","6","5","5","4","7","","384PI804XS1LS5UI357IGDH796Y0SK","3S4TINXCC0N4SG7542IWS580JUKBOS","6c3efbb774345e11","8","1.10"
"2019-02-26 10:18:43","2019-02-26 10:22:02","0","8d48b2ae8ad8920b","100","198","1","2019-02-26 10:22:02","R_1DwhiFrfhkreV9o","","","","",36.07,-86.97,"anonymous","EN","1","30","4","4","1.5","1","1","1","6","1","1","1","1","2.5","1","1","6","1","1","16","1","1","1","1","1","1","30","1","16","1","1","2.5","1","30","1","1","1","1","2.099","25.739","28.262","13","4","5","5","4","4","6","5","3","2","5","6","5","3","6","6","6","7","","3JCG6DTRV3QX3IK4SZCS0JTO4MAQQI","3S4TINXCC0N4SG7542IWS580JUKBOS","577e362f76e46d3e","8","1.10"
"2019-02-26 10:16:13","2019-02-26 10:23:57","0","461bc15ca0cd6017","100","463","1","2019-02-26 10:23:57","R_3n1wjQ381HSjhcg","","","","",32.86,-85.22,"anonymous","EN","0","27","6","4","4","5","2.5","2.5","6","2.5","30","1","2.5","30","6","2.5","6","6","2.5","6","6","2.5","2.5","6","6","2.5","6","6","2.5","6","6","16","6","30","16","1","16","2.5","39.224","68.069","68.742","28","5","6","6","6","7","2","1","6","2","5","7","6","6","5","6","2","7","the survey is very nice","3UN61F00HWP8MXG6LMDP7Y824CPR57","3S4TINXCC0N4SG7542IWS580JUKBOS","4e6a7342c48b9153","8","1.10"
"2019-02-26 10:19:48","2019-02-26 10:24:20","0","5b844da11f3c71d3","100","271","1","2019-02-26 10:24:20","R_3gzldMIA2yUc0x3","","","","",29.57,-95.1,"anonymous","EN","1","30","6","4","0.5","1","6","6","6","2.5","6","2.5","1","6","2.5","16","6","6","6","6","6","2.5","6","2.5","2.5","6","16","6","6","16","6","16","2.5","30","6","16","6","2.5","3.361","41.39","42.549","26","6","6","5","6","5","6","2","5","2","5","6","6","6","5","6","6","7","interesting study","3ND9UOO81K2RWI0DC332BMCGIH4LWS","3S4TINXCC0N4SG7542IWS580JUKBOS","3b4747d0b4152e01","8","1.10"
"2019-02-26 10:19:40","2019-02-26 10:24:54","0","0b839c1747dcb2b9","100","314","1","2019-02-26 10:24:55","R_2rOW5HKIzuMTDSK","","","","",44.99,-93.25,"anonymous","EN","0","46","4","6","1","1","6","1","2.5","1","2.5","1","2.5","6","1","1","6","1","1","6","1","1","2.5","1","1","6","30","1","1","2.5","1","2.5","1","30","2.5","2.5","1","1","1.5","41.435","42.051","28","3","2","4","4","4","6","3","5","2","4","4","3","5","5","5","3","7","","3G5W44VEU7IKFQSVCYNJAJDDZTRGK3","3S4TINXCC0N4SG7542IWS580JUKBOS","da83511cb9b84c24","8","1.10"
"2019-02-26 10:24:54","2019-02-26 10:26:59","0","56f66476091552e7","100","125","1","2019-02-26 10:26:59","R_vP6QKvPfqIMJn3P","","","","",41.36,-89.43,"anonymous","EN","1","30","2","2","0.25","0.25","1","1","1","16","1","1","1","1","1","1","6","1","1","1","1","1","1","1","6","1","1","1","1","1","1","1","1","6","1","1","1","1","1.434","13.48","14.745","26","5","5","6","3","4","2","3","2","2","2","3","2","2","2","2","2","7","","32KTQ2V7RDF0Q45QJ4UPXFJUKL9M95","3S4TINXCC0N4SG7542IWS580JUKBOS","1cd389d4d4150a65","8","1.10"
"2019-02-26 10:24:34","2019-02-26 10:28:04","0","7e62a66070ea5c7f","100","210","1","2019-02-26 10:28:05","R_3hDx4d5bVEWcwPz","","","","",41.29,-96.05,"anonymous","EN","0","25","4","5","3","2.5","6","1","1","1","1","1","2.5","6","2.5","1","6","2.5","1","1","1","1","1","1","2.5","2.5","1","30","30","16","30","16","2.5","30","6","6","6","2.5","5.501","6.528","31.02","2","5","7","6","6","6","2","3","6","2","6","6","7","5","7","6","2","7","nice","3GS6S824SQXHKI3YOGJHOEG5NC4NWW","3S4TINXCC0N4SG7542IWS580JUKBOS","f9e09ddced639c01","8","1.10"
"2019-02-26 10:25:40","2019-02-26 10:28:37","0","0f9dfbd76028d06d","100","176","1","2019-02-26 10:28:38","R_2sQN6PukYmZuewm","","","","",33.77,-84.3,"anonymous","EN","0","37","4","3","0.25","0.5","2.5","1","1","1","1","1","1","2.5","1","1","6","1","1","6","1","1","1","1","1","2.5","6","1","2.5","2.5","1","1","1","30","1","2.5","1","1","0","0","24.805","0","1","4","3","2","3","1","5","4","2","4","4","5","6","4","3","2","7","","34YB12FSQYOF5ESYXA0ZPW5HOY4GMQ","3S4TINXCC0N4SG7542IWS580JUKBOS","7be8bd76092e1e59","8","1.10"
"2019-02-26 10:26:39","2019-02-26 10:30:03","0","07fa36a4c68c4371","100","203","1","2019-02-26 10:30:03","R_3oYit2ZVAT1YLVe","","","","",33.09,-117.26,"anonymous","EN","1","28","3","0","0.25","0.25","1","1","1","1","2.5","1","1","2.5","1","1","1","1","1","1","1","1","1","1","1","1","6","1","6","2.5","1","1","1","1","1","1","1","1","2.296","23.888","24.317","17","2","6","7","5","5","5","5","6","2","5","6","5","2","3","4","3","7","","34J10VATJFYKMKWLFR7JRH22DCTQIF","3S4TINXCC0N4SG7542IWS580JUKBOS","f2c9594120f22656","8","1.10"
"2019-02-26 10:28:24","2019-02-26 10:32:19","0","dd5fdb1df71d6571","100","234","1","2019-02-26 10:32:19","R_3jVynrmUKxNQ3sD","","","","",43.18,-77.6,"anonymous","EN","1","24","3","2","2","3","6","1","6","2.5","2.5","1","1","16","1","2.5","6","1","1","2.5","16","6","16","1","1","2.5","6","1","1","16","1","2.5","1","30","1","2.5","2.5","1","1.032","30.193","32.053","19","3","6","4","4","5","5","3","6","2","6","6","5","5","6","5","6","7","N/A","3OSWBBLG1EXNN6HB9R10USIIIA8DXX","3S4TINXCC0N4SG7542IWS580JUKBOS","5423379e3589a6fd","8","1.10"
"2019-02-26 10:28:53","2019-02-26 10:33:03","0","9a63bf2504e2990d","100","250","1","2019-02-26 10:33:03","R_3Eyi3z3bepBKAu6","","","","",39.53,-119.81,"anonymous","EN","0","64","5","3","2","2","6","6","6","6","2.5","1","6","2.5","2.5","1","6","1","1","6","2.5","2.5","6","1","2.5","1","1","2.5","2.5","6","6","2.5","2.5","30","2.5","1","1","1","1.12","35.91","37.208","27","4","6","7","6","6","7","6","6","2","7","7","6","6","6","7","6","7","no","374TNBHA8BV6CKBQJ9TMD5WQ3VRQYL","3S4TINXCC0N4SG7542IWS580JUKBOS","39ed7c10fb477e18","8","1.10"
"2019-02-26 10:31:08","2019-02-26 10:33:39","0","8576f6324289db19","100","151","1","2019-02-26 10:33:39","R_tX1O51U1Q4Eqwdb","","","","",27.29,-82.48,"anonymous","EN","1","24","3","2","0.25","0.25","6","1","1","1","2.5","1","1","1","1","2.5","6","1","1","6","2.5","1","1","1","1","1","16","1","1","1","1","1","1","30","1","1","1","1","1.386","16.131","16.612","26","1","1","3","2","1","1","1","1","2","2","2","2","2","2","2","2","7","","3AWETUDC92ST0CXC2NQWIAE6IFEIZ1","3S4TINXCC0N4SG7542IWS580JUKBOS","fcd838a2ea602f37","8","1.10"
"2019-02-26 10:30:33","2019-02-26 10:34:01","0","64987cbf34feac84","100","207","1","2019-02-26 10:34:02","R_307T4dO0bq46tVH","","","","",39.86,-88.94,"anonymous","EN","1","31","4","6","2","3","1","1","2.5","1","2.5","2.5","2.5","6","1","1","6","1","2.5","6","1","1","16","2.5","16","2.5","2.5","1","1","6","1","1","1","30","1","2.5","2.5","1","1.568","20.051","20.675","31","5","3","3","6","5","7","2","6","7","7","5","3","5","6","5","2","7","","36ZN444YTRYH18J50EFF2C72YBYOIS","3S4TINXCC0N4SG7542IWS580JUKBOS","06c9588a784549b4","8","1.10"
"2019-02-26 10:30:28","2019-02-26 10:35:12","0","51613a31b69be329","100","284","1","2019-02-26 10:35:13","R_1FFIcj3Y2HrwbOe","","","","",40.27,-74.53,"anonymous","EN","0","31","6","6","0.25","1","1","1","1","1","1","2.5","1","1","1","1","6","1","1","1","1","6","2.5","1","16","1","1","1","6","1","1","1","1","30","1","1","1","1","4.095","33.656","34.336","26","2","2","3","1","2","7","6","1","2","1","2","6","3","3","1","7","7","No","3TU5ZICBRD1RXEK865VSES8OAGOQ87","3S4TINXCC0N4SG7542IWS580JUKBOS","1cf31d924eae42c9","8","1.10"
"2019-02-26 10:32:19","2019-02-26 10:37:24","0","4f49b2e974fea176","100","304","1","2019-02-26 10:37:24","R_V2VQGTHgxLzRFZf","","","","",42.99,-84.16,"anonymous","EN","0","49","6","3","0.25","0.25","1","1","1","1","1","1","1","1","1","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","30","1","1","1","1","3.955","37.384","38.739","26","3","5","6","5","2","5","6","3","2","5","5","1","2","3","2","2","7","","3JV9LGBJWTE35HDAAQFCH0UMJYJGO5","3S4TINXCC0N4SG7542IWS580JUKBOS","46dec3066fe40e23","8","1.10"
"2019-02-26 10:33:13","2019-02-26 10:38:19","0","5fc28f7deea37c27","100","306","1","2019-02-26 10:38:20","R_1JKjYnkqeAiuHDz","","","","",37.7,-122.07,"anonymous","EN","1","30","4","4","2","1.5","6","1","2.5","2.5","1","1","1","1","6","1","6","1","2.5","16","1","6","16","1","2.5","2.5","2.5","1","2.5","2.5","1","2.5","1","30","2.5","2.5","2.5","2.5","10.563","28.013","28.62","26","3","4","4","3","4","3","4","4","2","4","6","2","5","5","5","5","7","","31LM9EDVOLSVEY3ZHH02ZOMXLGVNJ1","3S4TINXCC0N4SG7542IWS580JUKBOS","9f6a444f5456ba1e","8","1.10"
"2019-02-26 10:34:07","2019-02-26 10:39:07","0","bfb87fae7cd007f0","100","299","1","2019-02-26 10:39:08","R_12iqZ7U3cFtHIh4","","","","",36.31,-82.38,"anonymous","EN","1","45","4","5","3","1.5","2.5","2.5","1","1","6","1","1","16","6","1","6","1","2.5","2.5","1","6","1","1","1","1","30","1","6","6","1","1","1","30","2.5","6","1","1","2.748","32.649","37.996","28","2","6","4","5","5","3","3","2","2","5","6","5","5","6","4","6","7","none","3ZR9AIQJUB92QKS7D4B0IA11VQV40H","3S4TINXCC0N4SG7542IWS580JUKBOS","a7c11fc19359b0eb","8","1.10"
"2019-02-26 10:37:20","2019-02-26 10:41:18","0","bb6fb900c8921bdf","100","237","1","2019-02-26 10:41:18","R_TcGqWisnGFqn8TD","","","","",40.91,-115.53,"anonymous","EN","0","32","3","6","2","2.5","16","16","1","1","6","6","16","16","2.5","1","6","1","2.5","16","6","16","16","1","16","16","30","2.5","2.5","6","16","16","2.5","30","16","6","2.5","6","1.192","29.057","29.502","38","2","5","5","2","2","4","3","6","2","5","6","6","6","5","6","6","7","no","3DBQWDE4Y6YN7ZOESFW8YE3S3FN5NK","3S4TINXCC0N4SG7542IWS580JUKBOS","77c063b6ad3cbb02","8","1.10"
"2019-02-26 10:31:37","2019-02-26 10:41:33","0","d576aa5c6156b964","100","595","1","2019-02-26 10:41:33","R_2rC8VHNnskIXJau","","","","",41.63,-93.73,"anonymous","EN","0","66","3","2","1","1.5","6","6","6","6","6","1","1","6","2.5","2.5","6","1","2.5","6","16","16","30","1","6","1","16","2.5","6","6","2.5","6","2.5","30","6","1","2.5","30","7.53","74.85","76.213","26","5","5","5","4","5","6","5","5","2","5","5","3","5","4","5","4","7","I raise dairy goats. I understand that proper nutrition and clean water are the foundation of health for animals and humans alike. A variety of foods allows the body to get the different vitamins and minerals it needs to function properly.  Without those the body is weakened and less able to fight off sickness.  Thank you for letting me participate","3KJYX6QCM9B8M3C8J8MT95GA7JXVJQ","3S4TINXCC0N4SG7542IWS580JUKBOS","b3f43981c5f1dc90","8","1.10"
"2019-02-26 10:34:40","2019-02-26 10:42:03","0","7288224ef8074b1d","100","443","1","2019-02-26 10:42:04","R_pRD1emWqtd16RBn","","","","",35.48,-80.6,"anonymous","EN","0","55","4","5","0.25","3","2.5","6","1","1","16","16","6","1","1","1","6","30","30","30","30","1","16","6","6","1","1","1","30","1","1","1","1","30","1","2.5","1","1","6.075","43.987","45.183","26","3","3","3","3","2","4","5","3","2","5","6","6","7","7","7","6","7","None at this time.","3FPRZHYEPY7X1PAJGNU6TYZLBMC3VN","3S4TINXCC0N4SG7542IWS580JUKBOS","fe904c61d113af4c","8","1.10"
"2019-02-26 10:31:55","2019-02-26 10:42:21","0","f43c5b677f166f1d","100","626","1","2019-02-26 10:42:22","R_1FxqxRgXBP6EeCG","","","","",41.87,-88.11,"anonymous","EN","0","32","4","4","5","3","16","6","2.5","6","16","6","2.5","30","16","6","6","16","6","2.5","16","2.5","30","6","6","16","30","2.5","2.5","16","16","16","2.5","6","6","2.5","16","16","65.314","124.876","126.451","27","5","5","6","6","7","4","1","6","2","7","6","6","6","6","6","3","7","This survey is very interesting.","3DQQ64TANGLHN3FB4VW9S3L0NR5WP1","3S4TINXCC0N4SG7542IWS580JUKBOS","3b0fd4fd15f703fd","8","1.10"
"2019-02-26 10:30:56","2019-02-26 10:42:22","0","33f1692f9577303b","100","685","1","2019-02-26 10:42:23","R_3G0Tn5saSd4PTBD","","","","",40.68,-73.51,"anonymous","EN","0","59","7","6","1","2","1","6","2.5","1","2.5","1","2.5","6","2.5","6","6","1","1","16","1","6","6","2.5","1","1","1","1","1","30","1","1","1","30","2.5","30","1","1","17.568","84.502","92.96","32","5","6","7","6","5","5","3","5","2","5","6","2","6","5","6","5","7","I do eat berries everyday, but know I should try to get more variety of fruits into my diet. When I do not eat fruit or vegetables for a few days I start to feel run down and sluggish. For me personally I've seen the difference for myself. Thank you for letting me take part.   ","38SKSKU7R1X9VNG8NMZNAV38366ILI","3S4TINXCC0N4SG7542IWS580JUKBOS","ed7e22be1dfbbe88","8","1.10"
"2019-02-26 10:31:37","2019-02-26 10:43:26","0","22716d7bec58856e","100","708","1","2019-02-26 10:43:26","R_3DqkyNfxIPYsfWV","","","","",40.95,-74.07,"anonymous","EN","1","35","3","6","2","1.5","1","2.5","1","1","6","2.5","2.5","1","2.5","2.5","6","1","2.5","16","2.5","2.5","1","1","1","16","16","1","1","30","2.5","2.5","1","30","2.5","1","6","1","0.779","24.838","25.581","28","5","5","5","6","4","4","3","4","2","5","6","6","5","4","5","2","7","","3OF2M9AATGOK67N02QB8VQTJAJ3KZE","3S4TINXCC0N4SG7542IWS580JUKBOS","90b1df0f2ff8077a","8","1.10"
"2019-02-26 10:40:21","2019-02-26 10:48:34","0","3bf4b10990dea13e","100","493","1","2019-02-26 10:48:35","R_1purVHXpvTualHK","","","","",37.39,-122.02,"anonymous","EN","0","24","6","3","2","1","30","16","6","2.5","2.5","1","2.5","16","2.5","1","6","16","2.5","1","1","30","30","6","2.5","16","30","2.5","6","16","2.5","16","6","30","30","6","2.5","30","12.567","73.71","74.735","26","2","5","5","5","6","2","5","6","2","6","6","6","6","6","6","2","7","nice","3R6P78PK7KBJI9II671BBA09I60TG4","3S4TINXCC0N4SG7542IWS580JUKBOS","f37d5a3da9713aba","8","1.10"
"2019-02-26 10:41:29","2019-02-26 11:01:02","0","4fad6cfa6b6657bc","100","1172","1","2019-02-26 11:01:02","R_1ohI546Xv59Lqr0","","","","",38.87,-76.82,"anonymous","EN","1","26","2","4","1","0.5","2.5","1","1","1","2.5","6","1","16","1","1","6","1","1","16","1","1","6","1","1","2.5","16","2.5","1","16","1","6","2.5","30","6","1","1","1","7.616","40.875","42.979","19","4","2","5","2","2","5","3","2","2","2","3","2","1","3","2","2","7","No comments.","31Q0U3WYDPFZGWV8BLD7ZR4LRKE71U","3S4TINXCC0N4SG7542IWS580JUKBOS","acd9cf9a22f37d96","8","1.10"
"2019-02-26 10:59:42","2019-02-26 11:04:04","0","56b45ae9960d967e","100","261","1","2019-02-26 11:04:05","R_1rl7Pt1vqazmsHB","","","","",41.87,-71.39,"anonymous","EN","1","24","-1","3","0.25","1","2.5","1","16","6","6","1","16","6","1","1","6","2.5","6","16","2.5","6","6","2.5","1","1","1","1","2.5","2.5","1","2.5","1","30","2.5","1","1","1","1.736","26.654","27.6","31","6","4","5","5","4","4","4","5","2","4","5","4","5","4","4","3","7","","3ATPCQ38J8AEP449UDW0N5HLZD5AYY","3S4TINXCC0N4SG7542IWS580JUKBOS","49542fb35ab9c78b","8","1.10"
"2019-02-26 11:15:08","2019-02-26 11:17:53","0","836a76038a14f7e3","100","165","1","2019-02-26 11:17:54","R_1IAByIydXLKAgnj","","","","",41.43,-79.69,"anonymous","EN","1","25","4","2","2.5","2.5","6","6","1","2.5","6","1","1","6","6","6","2.5","6","6","16","6","16","2.5","2.5","16","16","30","2.5","1","16","2.5","30","1","30","2.5","2.5","1","1","2.07","33.063","33.455","34","6","5","5","6","4","4","3","5","2","6","5","6","5","5","4","2","7","","3OLF68YTN918PDNEPN4CYKA5T23FAU","3S4TINXCC0N4SG7542IWS580JUKBOS","0169b0343717f892","8","1.10"
"2019-02-26 11:11:33","2019-02-26 11:20:44","0","fd79aed0ff9de715","100","551","1","2019-02-26 11:20:45","R_1M52T45r2qKaoO8","","","","",38.62,-121.39,"anonymous","EN","0","52","3","3","1","1","6","1","16","1","2.5","1","1","1","1","1","6","1","1","2.5","1","1","16","2.5","2.5","1","2.5","1","6","1","1","1","1","30","1","1","1","1","2.794","28.732","29.312","28","4","6","5","5","6","7","3","3","2","5","5","2","3","5","7","5","7","","3OVHNO1VE61CS1HQA9PLRDYTQA6DZU","3S4TINXCC0N4SG7542IWS580JUKBOS","90e10a5fddce16b2","8","1.10"
"2019-02-26 11:20:23","2019-02-26 11:25:49","0","ba6615dcc72b2b68","100","326","1","2019-02-26 11:25:49","R_2EsIKv22LNhfLd4","","","","",27.99,-82.74,"anonymous","EN","0","33","2","4","0.25","1","16","1","1","1","16","1","1","6","1","1","6","1","1","6","1","2.5","6","1","1","1","1","1","1","1","1","1","1","30","2.5","1","1","1","46.299","73.134","74.29","27","3","5","5","5","5","5","6","5","2","5","3","2","2","2","5","6","7","Thank you!","3QL2OFSM96I86KXT7PJGCK92VWMNCN","3S4TINXCC0N4SG7542IWS580JUKBOS","5bfb19587604459c","8","1.10"
"2019-02-26 11:23:03","2019-02-26 11:32:13","0","695a2cf1694235c9","100","549","1","2019-02-26 11:32:13","R_OlL9RMk5sOick8x","","","","",33.39,-84.56,"anonymous","EN","0","47","6","3","5","4","16","6","6","6","16","30","2.5","6","16","30","6","6","16","30","2.5","6","16","30","6","2.5","16","16","2.5","16","30","2.5","16","30","16","6","6","2.5","5.07","64.068","74.28","32","6","7","6","7","7","2","2","6","2","6","6","7","7","7","6","6","7","Very improvement feel of experience.","3ATTHHXXWAO4VHXX152BLPYVAFGIX4","3S4TINXCC0N4SG7542IWS580JUKBOS","d0c9fec8d33fb366","8","1.10"
"2019-02-26 11:17:21","2019-02-26 11:46:04","0","a8094fb6ec95239d","100","1722","1","2019-02-26 11:46:04","R_20NAeNnB1aoSRXA","","","","",42.66,-85.62,"anonymous","EN","0","31","3","2","0.25","2","6","1","6","1","6","2.5","1","2.5","1","1","6","1","2.5","6","2.5","6","16","2.5","1","1","2.5","1","1","1","1","2.5","1","30","1","1","1","1","16.878","66.606","67.384","35","5","6","7","5","6","6","1","3","2","5","7","3","6","6","5","3","7","Nope","3T111IHZ5EQRNKIIOCQ6JED4Q88R9Y","3S4TINXCC0N4SG7542IWS580JUKBOS","5bb0c4fee039c354","8","1.10"
"2019-02-26 11:42:39","2019-02-26 11:49:27","0","b895c9d66c61b399","100","407","1","2019-02-26 11:49:27","R_3OrcIkKusZxOper","","","","",39.38,-74.61,"anonymous","EN","1","28","4","4","2.5","3","16","6","6","6","16","2.5","2.5","16","2.5","2.5","6","1","2.5","16","6","16","16","6","6","1","16","1","1","16","6","16","2.5","30","2.5","6","2.5","1","1.108","26.274","27.807","18","5","4","5","5","5","5","3","5","2","6","6","5","6","6","6","3","7","n/a","3VAR3R6G1P1OC27SRS3OPNDOVF6O8X","3S4TINXCC0N4SG7542IWS580JUKBOS","31e4e09551b05016","8","1.10"
"2019-02-26 11:45:41","2019-02-26 11:58:04","0","c820d2700c001f61","100","743","1","2019-02-26 11:58:05","R_xurKMFDBfIoMhCF","","","","",38.42,-121.36,"anonymous","EN","0","45","3","3","3","5","16","6","2.5","16","6","6","1","16","1","30","6","1","2.5","16","2.5","16","30","1","1","16","30","2.5","16","6","2.5","30","16","30","6","6","2.5","1","3.361","40.501","41.33","27","5","5","5","5","6","6","6","6","2","7","7","7","7","7","7","7","7","I enjoyed taking your survey. Thanks!","3LO69W1SU3DVZWADXYZKPJQSOUHLGY","3S4TINXCC0N4SG7542IWS580JUKBOS","4d614a1655ceefa7","8","1.10"
"2019-02-26 12:01:48","2019-02-26 12:07:07","0","a21742d218bf64e4","100","319","1","2019-02-26 12:07:07","R_3JEPRTIddga3Zaz","","","","",37.75,-97.82,"anonymous","EN","1","50","6","6","1.5","2.5","6","2.5","1","6","2.5","1","2.5","2.5","1","1","6","1","2.5","6","6","6","6","2.5","6","6","6","2.5","2.5","6","1","6","1","30","6","2.5","2.5","6","6.93","52.211","53.133","26","5","7","7","6","6","3","3","6","2","4","6","5","6","6","7","7","7","","34V1S5K3GS1Y11KYWON88JM8ULV69G","3S4TINXCC0N4SG7542IWS580JUKBOS","9880dcde1278ee17","8","1.10"
"2019-02-26 12:18:13","2019-02-26 12:22:17","0","05871e362d1e7250","100","244","1","2019-02-26 12:22:17","R_3m8QJBLMsls94uR","","","","",35.11,-81.22,"anonymous","EN","0","38","4","1","1","1","1","6","1","1","1","1","1","1","1","1","6","1","1","1","1","1","2.5","1","1","1","16","1","1","6","1","1","1","30","2.5","1","1","1","1.807","30.357","31.078","28","3","5","4","3","3","5","2","3","2","3","4","2","5","5","2","1","7","","3VHHR074H3HC63ZC4VVQJ6DZPR1L7Y","3S4TINXCC0N4SG7542IWS580JUKBOS","4fc6148915ca9edd","8","1.10"
